SchoolYear;SubjectID;StudentID;Failures;Absences;P1_grade;P2_grade;P3_grade
2017;2;170;3;14;15;20;18
2017;2;171;3;6;3;8;6
2017;2;172;0;4;10;18;12
2017;2;173;1;0;20;10;13
2017;2;174;2;0;4;16;12
2017;2;175;1;8;13;13;15
2017;2;176;2;4;20;15;8
2017;2;177;0;2;16;20;11
2017;2;178;1;2;14;18;10
2017;2;179;0;0;7;18;5
2017;2;180;3;10;6;3;3
2017;2;181;0;0;8;12;3
2017;2;182;0;0;3;17;11
2017;2;183;0;0;9;5;2
2017;2;184;0;0;20;16;1
2017;2;185;1;4;12;17;11
2017;2;186;0;0;17;5;8
2017;2;187;0;0;14;16;9
2017;2;188;0;0;2;15;17
2017;2;189;0;0;10;10;2
2017;2;190;0;0;4;3;19
2017;2;191;0;0;17;3;1
2017;2;192;0;4;12;11;18
2017;2;193;0;8;7;13;10
2017;2;194;0;4;5;9;18
2017;2;195;0;4;7;9;9
2017;2;196;0;0;4;19;1
2017;2;197;0;0;18;17;18
2017;2;198;0;32;6;2;3
2017;2;199;0;8;8;20;14
2017;2;200;0;6;17;15;11
2017;2;201;0;0;14;20;10
2017;2;202;0;0;16;17;16
2017;2;203;0;10;4;4;2
2017;2;204;0;6;9;13;10
2017;2;205;0;6;12;12;19
2017;2;206;0;0;7;18;1
2017;2;207;0;16;14;3;13
2017;2;208;0;0;14;19;18
2017;2;209;0;0;9;5;7
2017;2;210;0;8;5;15;1
2017;2;211;0;4;5;2;5
2017;2;212;0;16;12;9;5
2017;2;213;1;30;20;20;9
2017;2;214;0;0;14;14;9
2017;2;215;0;2;5;13;10
2017;2;216;0;4;2;3;7
2017;2;217;0;0;16;14;10
2017;2;218;0;21;3;19;5
2017;2;219;0;6;17;11;5
2017;2;220;1;14;5;6;6
2017;2;221;0;2;14;12;12
2017;2;222;0;4;4;7;10
2017;2;223;0;2;3;2;3
2017;2;224;0;0;2;9;9
2017;2;225;0;4;5;10;15
2017;2;226;0;15;11;11;9
2017;2;227;0;0;8;19;15
2017;2;228;0;10;17;10;15
2017;2;229;0;6;16;18;4
2017;2;230;0;2;13;18;11
2017;2;231;0;16;16;18;17
2017;2;232;0;10;17;10;6
2017;2;233;0;4;17;1;6
2017;2;234;0;0;19;14;17
2017;2;235;0;0;20;5;15
2017;2;236;0;12;18;17;15
2017;2;237;0;0;8;20;18
2017;2;238;3;9;12;6;11
2017;2;239;0;4;3;17;11
2017;2;240;0;4;11;18;7
2017;2;241;0;2;5;14;16
2017;2;242;0;0;13;9;15
2017;2;243;0;2;13;12;10
2017;2;244;0;0;11;2;12
2017;2;245;0;0;8;19;6
2017;2;246;0;0;18;16;19
2017;2;247;0;0;1;16;7
2017;2;248;0;0;7;9;14
2017;2;249;0;2;11;5;11
2017;2;250;0;0;15;7;15
2017;2;251;0;0;1;8;1
2017;2;252;0;4;5;10;19
2017;2;253;0;0;16;13;14
2017;2;254;1;18;15;2;4
2017;2;255;1;16;9;14;8
2017;2;256;1;14;16;17;8
2017;2;257;1;26;2;6;13
2017;2;258;0;6;4;6;14
2017;2;259;0;4;17;8;11
2017;2;260;0;10;5;12;6
2017;2;261;0;4;9;2;12
2017;2;262;0;2;19;2;14
2017;2;263;1;14;4;12;8
2017;2;264;0;16;16;13;4
2017;2;265;1;8;20;11;15
2017;2;266;0;4;4;2;20
2017;2;267;0;4;9;1;18
2017;2;268;0;8;17;5;11
2017;2;269;0;0;15;12;14
2017;2;270;0;7;5;18;16
2017;2;271;0;4;14;14;10
2017;2;272;0;2;11;12;15
2017;2;273;0;2;18;11;19
2017;2;274;0;10;5;3;8
2017;2;275;0;10;7;16;15
2017;2;276;0;10;8;15;1
2017;2;277;0;7;15;6;15
2017;2;278;0;4;19;16;20
2017;2;279;0;2;17;11;9
2017;2;280;3;12;3;19;3
2017;2;281;0;8;10;14;7
2017;2;282;0;0;5;20;12
2017;2;283;0;8;17;6;19
2017;2;284;1;4;12;15;13
2017;2;285;2;4;17;9;4
2017;2;286;0;2;17;8;12
2017;2;287;0;0;3;14;11
2017;2;288;1;0;12;10;9
2017;2;289;0;2;16;13;14
2017;2;290;0;2;18;15;16
2017;2;291;0;0;9;16;20
2017;2;292;1;4;12;18;19
2017;2;293;0;2;16;15;7
2017;2;294;0;4;18;4;5
2017;2;295;0;4;12;11;1
2017;2;296;0;4;5;5;15
2017;2;297;0;2;12;6;3
2017;2;298;0;0;19;10;1
2017;2;299;0;2;11;8;4
2017;2;300;0;8;17;13;16
2017;2;301;0;2;8;11;4
2017;2;302;0;2;13;14;5
2017;2;303;0;2;13;7;15
2017;2;304;0;2;11;9;6
2017;2;305;0;0;9;12;16
2017;2;306;0;8;11;4;12
2017;2;307;0;6;13;17;5
2017;2;308;0;0;10;5;9
2017;2;309;0;8;17;17;17
2017;2;310;0;4;14;16;17
2017;2;311;0;12;14;13;2
2017;2;312;0;16;11;10;17
2017;2;313;0;10;3;1;17
2017;2;314;0;2;20;7;20
2017;2;315;0;2;12;16;5
2017;2;316;0;8;15;12;10
2017;2;317;0;6;12;15;3
2017;2;318;0;6;4;13;14
2017;2;319;0;15;9;16;8
2017;2;320;0;6;5;6;17
2017;2;321;1;2;3;7;7
2017;2;322;0;8;1;17;13
2017;2;323;1;0;10;13;15
2017;2;324;0;0;4;11;18
2017;2;325;0;10;16;7;17
2017;2;326;0;22;18;10;14
2017;2;327;0;18;14;2;6
2017;2;328;0;2;18;8;18
2017;2;329;0;0;16;14;5
2017;2;330;0;12;5;7;9
2017;2;331;0;10;10;2;1
2017;2;332;0;0;8;20;2
2017;2;333;0;0;13;18;19
2017;2;334;0;0;13;16;18
2017;2;335;0;0;18;1;6
2017;2;336;0;0;5;1;8
2017;2;337;0;2;6;11;7
2017;2;338;0;0;8;4;4
2017;2;339;0;0;16;12;10
2017;2;340;0;0;7;2;4
2017;2;341;0;0;18;1;9
2017;2;342;0;2;7;14;19
2017;2;343;0;0;7;5;11
2017;2;344;0;0;14;13;4
2017;2;345;0;0;17;12;7
2017;2;346;0;0;5;17;12
2017;2;347;0;0;10;15;4
2017;2;348;0;0;11;19;7
2017;2;349;0;0;17;16;11
2017;2;350;0;0;11;12;10
2017;2;351;1;0;8;10;19
2017;2;352;2;0;5;6;10
2017;2;353;0;0;10;15;16
2017;2;354;0;2;7;8;1
2017;2;355;0;2;12;4;5
2017;2;356;0;2;6;11;20
2017;2;357;0;2;12;19;12
2017;2;358;0;2;5;1;2
2017;2;359;0;8;7;15;4
2017;2;360;0;2;2;16;7
2017;2;361;0;8;1;12;3
2017;2;362;0;9;4;16;14
2017;2;363;0;0;13;4;19
2017;2;364;0;4;18;3;8
2017;2;365;0;2;1;17;18
2017;2;366;0;14;2;10;8
2017;2;367;0;0;11;7;11
2017;2;368;0;2;11;2;1
2017;2;369;0;2;20;15;1
2017;2;370;0;12;9;3;11
2017;2;371;2;2;11;17;3
2017;2;372;0;2;12;12;1
2017;2;373;0;4;18;9;7
2017;2;374;0;0;16;17;4
2017;2;375;0;0;9;4;13
2017;2;376;0;0;8;1;13
2017;2;377;0;0;3;3;17
2017;2;378;0;0;10;2;20
2017;2;379;0;0;19;6;7
2017;2;380;0;2;20;14;20
2017;2;381;0;0;16;13;15
2017;2;382;0;4;16;20;13
2017;2;383;0;2;14;15;16
2017;2;384;0;0;4;17;18
2017;2;385;0;0;14;10;19
2017;2;386;0;2;17;1;12
2017;2;387;0;0;10;18;17
2017;2;388;0;6;13;17;9
2017;2;389;0;8;6;9;17
2017;2;390;0;0;14;5;14
2017;2;391;0;6;12;13;2
2017;2;392;0;8;11;7;4
2017;2;393;0;0;19;16;3
2017;2;394;0;4;5;1;11
2017;2;395;0;0;4;19;6
2017;2;396;0;0;20;14;15
2017;2;397;0;6;20;4;13
2017;2;398;0;18;10;19;20
2017;2;399;0;0;10;8;6
2017;2;400;0;4;9;8;8
2017;2;401;0;4;7;2;1
2017;2;402;0;0;9;2;20
2017;2;403;0;0;15;19;20
2017;2;404;0;10;19;15;11
2017;2;405;0;4;7;15;8
2017;2;406;1;16;17;14;12
2017;2;407;1;6;1;9;13
2017;2;408;2;0;14;7;14
2017;2;409;0;11;9;3;16
2017;2;410;0;9;11;9;18
2017;2;411;0;0;14;18;15
2017;2;412;0;2;15;16;6
2017;2;413;0;0;3;16;16
2017;2;414;2;21;14;17;12
2017;2;415;0;8;1;10;7
2017;2;416;1;5;5;9;14
2017;2;417;0;10;5;10;8
2017;2;418;0;5;8;15;5
2017;2;419;0;13;9;15;8
2017;2;420;0;10;9;3;16
2017;2;421;0;10;6;1;10
2017;2;422;1;5;18;13;12
2017;2;423;0;4;10;17;19
2017;2;424;0;11;12;20;5
2017;2;425;0;0;16;7;6
2017;2;426;1;6;4;3;3
2017;2;427;0;4;16;15;13
2017;2;428;0;0;3;4;12
2017;2;429;0;0;17;15;15
2017;2;430;0;5;5;14;16
2017;2;431;0;0;18;11;11
2017;2;432;1;0;2;10;10
2017;2;433;1;0;14;9;8
2017;2;434;0;0;10;5;13
2017;2;435;0;4;2;12;1
2017;2;436;0;0;3;6;7
2017;2;437;1;4;3;9;16
2017;2;438;0;0;4;19;15
2017;2;439;0;2;12;9;10
2017;2;440;0;0;11;7;16
2017;2;441;0;0;18;6;4
2017;2;442;0;4;9;8;10
2017;2;443;0;0;19;13;17
2017;2;444;0;7;10;5;15
2017;2;445;0;4;4;17;12
2017;2;446;0;8;8;13;5
2017;2;447;0;0;18;13;4
2017;2;448;0;8;9;8;19
2017;2;449;0;6;8;8;14
2017;2;450;0;3;9;9;9
2017;2;451;0;2;14;16;7
2017;2;452;0;0;9;12;8
2017;2;453;0;4;7;6;7
2017;2;454;1;0;10;11;18
2017;2;455;1;3;17;4;12
2017;2;456;0;0;2;2;8
2017;2;457;0;0;5;7;20
2017;2;458;0;4;18;15;13
2017;2;459;0;0;11;12;14
2017;2;460;0;2;6;20;20
2017;2;461;0;1;17;7;10
2017;2;462;0;0;12;10;9
2017;2;463;0;0;8;5;11
2017;2;464;0;2;19;8;14
2017;2;465;0;6;13;8;20
2017;2;466;1;9;16;19;10
2017;2;467;0;0;1;16;20
2017;2;468;0;1;3;6;7
2017;2;469;0;1;8;7;11
2017;2;470;0;0;5;9;3
2017;2;471;0;4;6;10;17
2017;2;472;1;2;8;4;6
2017;2;473;0;0;2;13;16
2017;2;474;0;4;15;18;6
2017;2;475;0;2;7;10;9
2017;2;476;0;0;1;3;2
2017;2;477;0;2;1;14;12
2017;2;478;0;11;10;1;9
2017;2;479;3;0;19;3;5
2017;2;480;0;4;15;6;4
2017;2;481;1;0;19;14;12
2017;2;482;0;2;11;12;19
2017;2;483;0;0;10;16;6
2017;2;484;0;1;12;7;15
2017;2;485;0;6;19;10;20
2017;2;486;0;0;14;18;10
2017;2;487;1;1;1;14;13
2017;2;488;2;6;9;8;4
2017;2;489;1;6;12;3;11
2017;2;490;1;0;7;2;20
2017;2;491;1;4;18;17;5
2017;2;492;1;12;20;12;20
2017;2;493;0;2;18;5;15
2017;2;494;0;5;15;4;7
2017;2;495;0;0;13;19;7
2017;2;496;0;0;10;10;12
2017;2;497;0;2;8;14;8
2017;2;498;1;0;20;13;19
2017;2;499;0;0;18;14;8
2017;2;500;0;0;5;13;7
2017;2;501;1;12;15;5;15
2017;2;502;0;8;2;9;19
2017;2;503;1;2;20;7;19
2017;2;504;0;0;3;14;3
2017;2;505;0;0;3;16;9
2017;2;506;0;0;18;4;9
2017;2;507;1;8;4;13;13
2017;2;508;0;0;2;2;13
2017;2;509;1;0;19;5;12
2017;2;510;0;0;12;9;11
2017;2;511;0;0;13;9;17
2017;2;512;0;1;2;1;2
2017;2;513;1;9;18;18;6
2017;2;514;0;0;16;10;18
2017;2;515;0;2;6;20;14
2017;2;516;0;8;19;14;5
2017;2;517;0;0;8;15;3
2017;2;518;0;0;14;3;9
2017;2;519;1;8;1;6;20
2017;2;520;0;0;2;15;14
2017;2;521;0;6;19;7;1
2017;2;522;0;0;14;18;14
2017;2;523;0;4;14;19;9
2017;2;524;0;2;9;17;2
2017;2;525;0;2;19;14;14
2017;2;526;0;0;9;2;1
2017;2;527;0;1;19;15;11
2017;2;528;0;0;18;4;1
2017;2;529;0;5;19;6;15
2017;2;530;0;1;9;1;13
2017;2;531;0;8;9;15;11
2017;2;532;0;0;16;15;1
2017;2;533;0;2;18;8;16
2017;2;534;0;0;6;7;1
2017;2;535;0;0;13;5;19
2017;2;536;0;11;10;18;12
2017;2;537;0;8;11;7;14
2017;2;538;0;11;20;18;19
2017;2;539;0;2;18;18;12
2017;2;540;0;8;20;15;1
2017;2;541;0;5;19;13;1
2017;2;542;0;0;3;16;2
2017;2;543;0;1;20;13;14
2017;2;544;3;2;4;16;5
2017;2;545;0;2;16;4;14
2017;2;546;1;8;10;15;11
2017;2;547;0;0;17;1;12
2017;2;548;0;0;5;14;11
2017;2;549;0;2;19;12;15
2017;2;550;0;0;19;1;15
2017;2;551;0;0;8;10;4
2017;2;552;0;0;9;8;2
2017;2;553;2;2;12;5;14
2017;2;554;0;4;3;15;18
2017;2;555;0;3;8;2;18
2017;2;556;0;5;13;8;7
2017;2;557;0;4;20;14;14
2017;2;558;3;2;1;9;12
2017;2;559;0;0;18;4;2
2017;2;560;1;0;8;6;13
2017;2;561;0;0;11;20;17
2017;2;562;0;6;10;18;19
2017;2;563;0;0;2;6;12
2017;2;564;1;0;14;2;13
2017;2;565;0;2;5;5;12
2017;2;566;0;0;10;18;4
2017;2;567;1;2;20;12;1
2017;2;568;1;0;19;18;1
2017;2;569;3;4;1;19;19
2017;2;570;2;9;8;12;6
2017;2;571;0;6;13;2;7
2017;2;572;3;4;16;6;15
2017;2;573;2;8;15;19;1
2017;2;574;0;9;19;8;13
2017;2;575;1;12;16;19;8
2017;2;576;0;8;11;7;9
2017;2;577;0;8;19;17;18
2017;2;578;1;8;13;8;10
2017;2;579;1;4;11;12;19
2017;2;580;0;0;9;5;9
2017;2;581;1;4;10;8;10
2017;2;582;2;2;6;9;13
2017;2;583;0;0;16;13;18
2017;2;584;1;0;9;6;15
2017;2;585;0;0;3;4;17
2017;2;586;0;5;8;6;15
2017;2;587;0;0;13;14;18
2017;2;588;1;3;15;20;11
2017;2;589;0;0;9;17;7
2017;2;590;0;0;13;3;13
2017;2;591;2;3;17;8;6
2017;2;592;0;2;5;20;5
2017;2;593;0;0;6;1;13
2017;2;594;0;0;19;5;4
2017;2;595;0;0;16;18;18
2017;2;596;0;3;20;20;8
2017;2;597;0;0;10;18;10
2017;2;598;1;0;11;9;14
2017;2;599;0;8;8;13;18
2017;2;600;0;5;1;9;7
2017;2;601;0;4;10;16;16
2017;2;602;0;4;11;14;20
2017;2;603;0;0;19;5;3
2017;2;604;0;0;17;9;17
2017;2;605;1;2;1;8;2
2017;2;606;1;0;17;2;3
2017;2;607;0;0;18;13;5
2017;2;608;0;5;2;11;4
2017;2;609;0;2;1;3;11
2017;2;610;0;0;2;6;5
2017;2;611;3;0;5;18;17
2017;2;612;0;5;19;11;11
2017;2;613;1;4;7;14;6
2017;2;614;0;0;13;13;14
2017;2;615;0;2;9;5;10
2017;2;616;0;0;1;5;20
2017;2;617;0;2;17;15;8
2017;2;618;0;0;8;3;10
2017;2;619;0;0;15;12;14
2017;2;620;0;6;3;4;14
2017;2;621;0;4;17;14;15
2017;2;622;0;0;8;13;8
2017;2;623;0;0;1;19;17
2017;2;624;0;0;17;9;4
2017;2;625;1;0;6;8;15
2017;2;626;0;0;17;20;6
2017;2;627;0;0;15;9;1
2017;2;628;0;3;6;2;20
2017;2;629;0;8;14;18;4
2017;2;630;0;4;6;15;14
2017;2;631;0;0;13;1;17
2017;2;632;0;4;16;9;15
2017;2;633;1;4;4;15;11
2017;2;634;0;1;6;3;1
2017;2;635;0;1;20;16;6
2017;2;636;0;10;10;7;14
2017;2;637;0;4;17;20;7
2017;2;638;0;0;10;3;8
2017;2;639;0;4;7;18;17
2017;2;640;1;0;14;9;3
2017;2;641;1;0;15;5;7
2017;2;642;0;0;12;13;15
2017;2;643;0;0;15;18;16
2017;2;644;0;4;19;4;9
2017;2;645;1;4;13;1;8
2017;2;646;0;4;14;14;19
2017;2;647;0;6;19;10;18
2017;2;648;0;6;10;10;15
2017;2;649;0;4;6;9;10
2017;3;1;0;4;14;15;4
2017;3;2;0;2;3;1;15
2017;3;3;0;6;9;20;6
2017;3;4;0;0;19;18;4
2017;3;5;0;0;15;13;17
2017;3;6;0;6;3;18;7
2017;3;7;0;0;5;5;15
2017;3;8;0;2;13;6;17
2017;3;9;0;0;14;16;4
2017;3;10;0;0;3;19;15
2017;3;11;0;2;14;8;1
2017;3;12;0;0;18;8;17
2017;3;13;0;0;19;11;17
2017;3;14;0;0;15;3;5
2017;3;15;0;0;13;10;17
2017;3;16;0;6;5;2;15
2017;3;17;0;10;20;5;18
2017;3;18;0;2;13;9;15
2017;3;19;3;2;13;16;8
2017;3;20;0;6;4;14;8
2017;3;21;0;0;7;7;8
2017;3;22;0;0;4;6;20
2017;3;23;0;0;11;4;3
2017;3;24;0;2;4;15;20
2017;3;25;0;2;11;1;18
2017;3;26;0;6;19;4;8
2017;3;27;0;8;8;3;6
2017;3;28;0;0;15;14;6
2017;3;29;0;2;14;1;7
2017;3;30;0;4;10;11;13
2017;3;31;0;0;1;12;17
2017;3;32;0;2;5;17;17
2017;3;33;0;0;17;3;1
2017;3;34;0;0;18;3;10
2017;3;35;0;4;20;8;9
2017;3;36;0;4;2;10;11
2017;3;37;0;0;18;7;16
2017;3;38;0;4;20;20;1
2017;3;39;0;2;5;18;3
2017;3;40;0;8;5;4;2
2017;3;41;0;16;15;12;14
2017;3;42;0;8;19;7;1
2017;3;43;0;0;8;11;11
2017;3;44;0;0;15;7;16
2017;3;45;1;14;17;16;10
2017;3;46;0;4;4;12;19
2017;3;47;0;6;7;18;10
2017;3;48;0;2;13;1;2
2017;3;49;0;4;18;9;10
2017;3;50;0;2;11;14;17
2017;3;51;0;0;9;8;9
2017;3;52;0;0;12;5;17
2017;3;53;0;4;4;9;11
2017;3;54;0;0;2;13;14
2017;3;55;0;0;13;2;13
2017;3;56;0;2;12;14;3
2017;3;57;0;0;13;19;19
2017;3;58;0;8;12;9;12
2017;3;59;0;0;4;20;7
2017;3;60;0;2;6;17;19
2017;3;61;0;0;20;11;17
2017;3;62;0;0;11;14;4
2017;3;63;0;0;14;16;9
2017;3;64;0;0;1;15;6
2017;3;65;0;0;3;11;2
2017;3;66;0;2;18;20;16
2017;3;67;0;0;2;12;3
2017;3;68;0;0;17;20;10
2017;3;69;0;0;14;16;11
2017;3;70;0;6;5;9;20
2017;3;71;0;2;14;11;12
2017;3;72;0;0;18;12;11
2017;3;73;0;2;3;13;19
2017;3;74;0;0;11;9;13
2017;3;75;0;4;2;10;9
2017;3;76;0;0;15;8;10
2017;3;77;0;0;18;4;11
2017;3;78;0;1;10;4;9
2017;3;79;3;0;20;5;20
2017;3;80;0;14;4;15;8
2017;3;81;0;0;2;8;20
2017;3;82;0;2;12;1;19
2017;3;83;0;4;15;6;20
2017;3;84;0;2;10;1;5
2017;3;85;0;2;8;2;4
2017;3;86;0;4;16;8;2
2017;3;87;0;6;10;3;8
2017;3;88;0;4;20;11;1
2017;3;89;0;6;12;3;8
2017;3;90;0;6;17;12;13
2017;3;91;0;2;10;15;18
2017;3;92;0;6;5;8;7
2017;3;93;0;0;13;17;1
2017;3;94;0;2;8;18;6
2017;3;95;0;2;5;9;6
2017;3;96;0;4;19;10;19
2017;3;97;0;6;15;15;7
2017;3;98;0;0;6;13;13
2017;3;99;0;4;15;7;6
2017;3;100;0;2;11;6;20
2017;3;101;0;12;10;6;3
2017;3;102;0;0;8;9;13
2017;3;103;0;2;19;1;14
2017;3;104;0;16;19;2;16
2017;3;105;0;0;14;14;10
2017;3;106;0;10;14;3;11
2017;3;107;0;4;8;10;2
2017;3;108;0;4;3;9;20
2017;3;109;0;8;10;3;11
2017;3;110;0;2;7;1;8
2017;3;111;0;4;8;13;6
2017;3;112;0;4;20;18;6
2017;3;113;1;12;3;13;16
2017;3;114;0;10;18;4;7
2017;3;115;0;4;8;14;20
2017;3;116;0;6;2;20;16
2017;3;117;0;4;14;8;7
2017;3;118;0;6;19;13;17
2017;3;119;1;14;17;2;20
2017;3;120;0;2;1;9;4
2017;3;121;0;0;15;8;12
2017;3;122;0;6;15;19;8
2017;3;123;0;2;10;18;4
2017;3;124;0;4;4;3;19
2017;3;125;0;0;2;20;14
2017;3;126;0;2;17;11;18
2017;3;127;0;0;3;3;4
2017;3;128;2;0;19;1;5
2017;3;129;0;8;5;8;12
2017;3;130;0;4;17;1;13
2017;3;131;0;0;13;16;3
2017;3;132;3;10;19;8;2
2017;3;133;0;8;18;5;19
2017;3;134;0;6;14;5;14
2017;3;135;0;2;19;17;11
2017;3;136;0;12;12;16;3
2017;3;137;0;4;2;3;18
2017;3;138;1;12;11;11;8
2017;3;139;0;2;13;10;17
2017;3;140;0;4;9;12;2
2017;3;141;0;2;16;7;13
2017;3;142;0;0;2;2;6
2017;3;143;0;2;17;3;4
2017;3;144;0;10;16;10;1
2017;3;145;0;8;15;19;3
2017;3;146;0;4;10;20;2
2017;3;147;2;0;7;18;15
2017;3;148;0;6;13;14;18
2017;3;149;1;2;4;18;5
2017;3;150;0;6;17;17;6
2017;3;151;0;24;2;7;2
2017;3;152;0;0;2;6;5
2017;3;153;0;4;7;14;14
2017;3;154;0;2;1;19;20
2017;3;155;0;4;16;9;19
2017;3;156;0;22;13;17;10
2017;3;157;0;0;5;6;1
2017;3;158;0;0;14;17;8
2017;3;159;1;2;5;9;19
2017;3;160;0;6;14;20;17
2017;3;161;0;6;12;20;7
2017;3;162;0;16;10;4;4
2017;3;163;0;0;14;8;2
2017;3;164;2;0;1;3;15
2017;3;165;1;6;19;10;8
2017;3;166;0;2;7;10;7
2017;3;167;0;6;12;3;5
2017;3;168;0;0;9;4;7
2017;3;169;0;0;18;1;16
2017;3;170;3;14;12;16;11
2017;3;171;3;6;3;17;12
2017;3;172;0;4;9;4;16
2017;3;173;1;0;16;20;10
2017;3;174;2;0;14;18;7
2017;3;175;1;8;5;16;11
2017;3;176;2;4;9;9;20
2017;3;177;0;2;9;1;13
2017;3;178;1;2;4;13;14
2017;3;179;0;0;20;13;18
2017;3;180;3;10;2;18;19
2017;3;181;0;0;14;17;3
2017;3;182;0;0;7;16;1
2017;3;183;0;0;3;3;8
2017;3;184;0;0;1;14;14
2017;3;185;1;4;2;8;6
2017;3;186;0;0;1;4;16
2017;3;187;0;0;2;3;8
2017;3;188;0;0;8;20;4
2017;3;189;0;0;16;12;3
2017;3;190;0;0;20;12;15
2017;3;191;0;0;17;4;16
2017;3;192;0;4;1;3;18
2017;3;193;0;8;2;3;7
2017;3;194;0;4;2;18;19
2017;3;195;0;4;19;9;5
2017;3;196;0;0;11;6;4
2017;3;197;0;0;11;4;1
2017;3;198;0;32;6;17;13
2017;3;199;0;8;9;4;20
2017;3;200;0;6;2;4;8
2017;3;201;0;0;4;7;13
2017;3;202;0;0;5;3;4
2017;3;203;0;10;19;2;6
2017;3;204;0;6;20;8;14
2017;3;205;0;6;6;3;20
2017;3;206;0;0;17;13;7
2017;3;207;0;16;10;4;11
2017;3;208;0;0;11;14;6
2017;3;209;0;0;20;11;10
2017;3;210;0;8;13;1;7
2017;3;211;0;4;14;3;9
2017;3;212;0;16;2;10;4
2017;3;213;1;30;10;1;18
2017;3;214;0;0;19;12;19
2017;3;215;0;2;19;16;11
2017;3;216;0;4;13;6;12
2017;3;217;0;0;8;9;17
2017;3;218;0;21;14;4;18
2017;3;219;0;6;1;19;20
2017;3;220;1;14;4;13;10
2017;3;221;0;2;17;4;17
2017;3;222;0;4;17;19;16
2017;3;223;0;2;2;3;14
2017;3;224;0;0;6;15;13
2017;3;225;0;4;10;10;17
2017;3;226;0;15;20;5;3
2017;3;227;0;0;7;11;1
2017;3;228;0;10;3;16;17
2017;3;229;0;6;3;9;4
2017;3;230;0;2;1;15;1
2017;3;231;0;16;7;7;18
2017;3;232;0;10;1;9;9
2017;3;233;0;4;7;20;18
2017;3;234;0;0;1;8;2
2017;3;235;0;0;11;14;3
2017;3;236;0;12;19;4;15
2017;3;237;0;0;18;16;18
2017;3;238;3;9;8;3;4
2017;3;239;0;4;20;13;7
2017;3;240;0;4;5;18;7
2017;3;241;0;2;1;13;13
2017;3;242;0;0;10;4;5
2017;3;243;0;2;5;15;12
2017;3;244;0;0;1;16;9
2017;3;245;0;0;3;5;11
2017;3;246;0;0;8;14;7
2017;3;247;0;0;11;15;1
2017;3;248;0;0;20;4;5
2017;3;249;0;2;19;3;18
2017;3;250;0;0;14;1;1
2017;3;251;0;0;1;16;14
2017;3;252;0;4;11;11;20
2017;3;253;0;0;9;2;12
2017;3;254;1;18;10;15;7
2017;3;255;1;16;1;4;12
2017;3;256;1;14;19;2;1
2017;3;257;1;26;19;1;19
2017;3;258;0;6;9;6;12
2017;3;259;0;4;11;1;10
2017;3;260;0;10;19;17;11
2017;3;261;0;4;16;2;19
2017;3;262;0;2;13;7;7
2017;3;263;1;14;17;1;5
2017;3;264;0;16;16;6;16
2017;3;265;1;8;6;19;13
2017;3;266;0;4;4;4;1
2017;3;267;0;4;9;9;3
2017;3;268;0;8;19;5;15
2017;3;269;0;0;15;11;10
2017;3;270;0;7;13;7;13
2017;3;271;0;4;7;6;2
2017;3;272;0;2;12;7;2
2017;3;273;0;2;4;3;15
2017;3;274;0;10;17;9;2
2017;3;275;0;10;2;16;15
2017;3;276;0;10;5;13;16
2017;3;277;0;7;15;11;13
2017;3;278;0;4;20;9;11
2017;3;279;0;2;1;10;14
2017;3;280;3;12;18;15;4
2017;3;281;0;8;9;18;18
2017;3;282;0;0;5;4;9
2017;3;283;0;8;20;10;9
2017;3;284;1;4;13;14;16
2017;3;285;2;4;14;10;5
2017;3;286;0;2;1;12;12
2017;3;287;0;0;11;8;8
2017;3;288;1;0;20;5;14
2017;3;289;0;2;16;1;10
2017;3;290;0;2;7;15;20
2017;3;291;0;0;6;4;16
2017;3;292;1;4;19;17;19
2017;3;293;0;2;4;3;1
2017;3;294;0;4;4;2;12
2017;3;295;0;4;7;4;10
2017;3;296;0;4;14;16;16
2017;3;297;0;2;18;2;19
2017;3;298;0;0;15;16;17
2017;3;299;0;2;4;9;13
2017;3;300;0;8;14;19;15
2017;3;301;0;2;12;4;12
2017;3;302;0;2;11;12;3
2017;3;303;0;2;7;15;5
2017;3;304;0;2;15;6;1
2017;3;305;0;0;17;9;14
2017;3;306;0;8;8;14;20
2017;3;307;0;6;20;11;17
2017;3;308;0;0;20;2;3
2017;3;309;0;8;19;11;4
2017;3;310;0;4;11;14;3
2017;3;311;0;12;14;17;7
2017;3;312;0;16;7;3;18
2017;3;313;0;10;16;6;9
2017;3;314;0;2;4;18;9
2017;3;315;0;2;1;13;16
2017;3;316;0;8;12;20;2
2017;3;317;0;6;10;12;12
2017;3;318;0;6;8;13;12
2017;3;319;0;15;9;6;20
2017;3;320;0;6;11;7;16
2017;3;321;1;2;13;12;16
2017;3;322;0;8;14;2;18
2017;3;323;1;0;7;16;8
2017;3;324;0;0;19;11;2
2017;3;325;0;10;18;4;6
2017;3;326;0;22;2;20;16
2017;3;327;0;18;4;4;20
2017;3;328;0;2;4;19;12
2017;3;329;0;0;6;13;14
2017;3;330;0;12;5;20;9
2017;3;331;0;10;9;7;7
2017;3;332;0;0;5;20;2
2017;3;333;0;0;8;18;20
2017;3;334;0;0;14;7;12
2017;3;335;0;0;8;2;18
2017;3;336;0;0;11;18;16
2017;3;337;0;2;4;9;20
2017;3;338;0;0;8;10;17
2017;3;339;0;0;16;9;18
2017;3;340;0;0;4;19;7
