ProdProm_SalProductPromotionId,ProdProm_SalSaleId,ProdProm_SalQuantity
43,2527,50
43,2581,150
43,2654,175
43,2707,250
43,2764,25
43,2801,100
43,2815,100
43,2834,225
43,2852,25
43,2860,175
43,2984,150
43,3011,100
43,3015,175
43,3050,225
43,3092,150
43,3108,100
43,3153,250
43,3211,250
43,3280,150
43,3385,225
43,3390,200
43,3536,25
43,3607,50
43,3697,150
43,3700,150
43,3766,175
43,3875,200
43,4062,200
43,4186,75
43,4192,225
43,4232,50
43,4296,225
43,4447,25
43,4526,25
43,4658,50
43,4928,75
43,4976,250
43,5309,150
43,5425,200
43,5517,225
43,5540,175
43,5576,100
43,5579,250
43,5846,150
43,6015,175
43,6340,50
43,6390,125
43,6525,150
43,6610,50
43,6680,250
43,6783,250
43,7148,175
43,7185,225
43,7360,250
43,7369,25
43,7403,175
43,7405,200
43,7408,100
43,7486,125
43,7588,225
43,7591,225
43,7633,200
43,7639,250
43,7730,25
43,7831,150
43,7859,250
43,7862,25
43,8016,125
43,8129,75
43,8210,75
43,8254,250
43,8268,175
43,8295,125
43,8323,25
43,8329,150
43,8377,200
43,8455,225
43,8509,150
43,8677,200
43,8703,75
43,8729,100
43,8940,200
43,9094,150
43,9286,100
43,9310,50
43,9311,25
43,9349,100
43,9402,200
43,9489,250
43,9625,100
43,9631,175
43,9649,125
43,9723,100
43,9752,225
43,9950,50
43,9963,225
43,9967,150
43,10162,50
43,10240,100
43,10251,200
43,10278,250
43,10377,200
43,10392,50
43,10405,225
43,10493,175
43,10495,25
43,10504,25
43,10527,150
43,10624,125
43,10652,175
43,10740,150
43,10793,100
43,10833,100
43,11079,50
43,11091,75
43,11131,150
43,11139,25
43,11232,250
43,11335,150
43,11341,100
43,11379,50
43,11383,200
43,11389,250
43,11447,150
43,11505,125
43,11517,250
43,11570,225
43,11619,225
43,11699,125
43,11729,200
43,11842,125
43,11935,200
43,12141,75
43,12156,250
43,12162,25
43,12168,200
43,12204,175
43,12213,75
43,12230,25
43,12313,75
43,12396,125
43,12409,200
43,12427,125
43,12544,25
43,12556,125
43,12620,100
43,12674,50
43,12728,25
43,12746,100
43,12814,175
43,12830,250
43,12923,200
43,12926,125
43,12932,125
43,13087,25
43,13142,50
43,13185,250
43,13229,25
43,13298,25
43,13310,50
43,13367,75
43,13526,225
43,13557,200
43,13576,25
43,13586,200
43,13651,250
43,13719,200
43,13734,200
43,13735,150
43,13807,175
43,13824,150
43,13862,100
43,13868,100
43,13893,175
43,13978,250
43,14018,25
43,14125,75
43,14155,150
43,14372,225
43,14383,125
43,14430,200
43,14579,150
43,14663,150
43,14772,175
43,14803,250
43,14859,100
43,14935,100
43,15060,175
43,15075,25
43,15149,25
43,15216,175
43,15286,175
43,15390,175
43,15557,100
43,15616,50
43,15683,125
43,15689,200
43,15883,175
43,15888,25
43,15918,250
43,16052,225
43,16061,125
43,16136,25
43,16244,75
43,16311,225
43,16417,250
43,16485,25
43,16594,150
43,16606,225
43,16646,225
43,16650,150
43,16997,250
43,17054,175
43,17073,200
43,17080,175
43,17086,225
43,17104,75
43,17141,75
43,17145,225
43,17333,225
43,17362,50
43,17483,175
43,17555,100
43,17593,75
43,17610,225
43,17797,25
43,17802,125
43,17853,175
43,17892,250
43,17954,225
43,18131,100
43,18219,50
43,18361,100
43,18468,25
43,18508,125
43,18726,50
43,18798,50
43,18840,250
43,18924,25
43,18932,250
43,18975,200
43,19052,150
43,19058,175
43,19070,100
43,19179,50
43,19260,100
43,19344,200
43,19375,200
43,19398,75
43,19434,250
43,19439,150
43,19478,150
43,19562,200
43,19569,250
43,19604,175
43,19689,200
43,19960,200
43,19963,225
43,19989,250
43,20010,50
43,20034,50
43,20065,100
43,20187,250
43,20416,50
43,20418,175
43,20447,150
43,20466,25
43,20497,250
43,20519,200
43,20618,100
43,20619,125
43,20716,75
43,20731,75
43,20793,175
43,20842,125
43,20894,250
43,20961,125
43,20986,50
43,21017,25
43,21223,250
43,21288,225
43,21315,200
43,21377,75
43,21389,25
43,21426,250
43,21545,250
43,21660,200
43,21755,50
43,21976,200
43,21977,100
43,22030,250
43,22094,50
43,22160,100
43,22179,25
43,22254,75
43,22269,100
43,22291,50
43,22327,25
43,22333,225
43,22578,150
43,22634,175
43,22637,225
43,22773,125
43,22827,50
43,22831,50
43,22852,50
43,22959,225
43,22983,100
43,23241,225
43,23345,50
43,23463,50
43,23554,225
43,23571,125
43,23770,100
43,23820,125
43,23874,100
43,23917,125
43,23963,100
43,24034,75
43,24061,25
43,24144,100
43,24186,175
43,24245,150
43,24336,250
43,24369,250
43,24516,250
43,24532,50
43,24580,75
43,24647,225
43,24737,150
43,24832,25
43,24863,50
43,24908,250
43,24999,50
43,25012,200
43,25027,225
43,25213,50
43,25245,50
43,25329,175
43,25338,75
43,25356,100
43,25391,250
43,25466,150
43,25503,175
43,25515,125
43,25533,225
43,25574,50
43,25601,225
43,25640,100
43,25678,100
43,25723,50
43,25757,50
43,25760,250
43,25957,50
43,26004,200
43,26068,50
43,26085,250
43,26105,225
43,26234,200
43,26343,250
43,26357,25
43,26466,250
43,26503,100
43,26529,200
43,26704,50
43,27017,250
43,27033,175
43,27065,150
43,27129,100
43,27233,225
43,27376,225
43,27384,125
43,27437,50
43,27685,50
43,27849,200
43,27855,200
43,27866,125
43,27894,25
43,28005,150
43,28142,175
43,28207,150
43,28221,50
43,28274,50
43,28533,25
43,28542,225
43,28572,25
43,28599,250
43,28732,125
43,28860,175
43,28979,225
43,29022,250
43,29112,100
43,29187,125
43,29239,175
43,29275,100
43,29316,25
43,29442,125
43,29606,200
43,29671,150
43,29707,150
43,29759,175
43,29932,50
43,29963,250
43,30024,50
43,30133,175
43,30139,25
43,30471,75
43,30576,75
43,30607,150
43,30622,250
43,30789,50
43,30873,250
43,30882,75
43,30948,250
43,30950,25
43,31014,150
43,31188,100
43,31208,225
43,31258,200
43,31408,100
43,31510,175
43,31553,150
43,31554,250
43,31580,125
43,31704,250
43,31705,100
43,31725,150
43,31727,225
43,31809,125
43,31916,25
43,31976,150
43,32007,175
43,32087,225
43,32120,150
43,32144,125
43,32154,50
43,32171,250
43,32273,175
43,32294,75
43,32312,225
43,32462,225
43,32518,175
43,32528,50
43,32540,50
43,32578,50
43,32588,250
43,32677,50
43,32723,175
43,32781,225
43,32942,225
43,32950,150
43,32962,200
43,32978,125
43,33068,25
43,33188,100
43,33230,150
43,33276,200
43,33298,100
43,33323,225
43,33528,225
43,33557,25
43,33574,225
43,33597,75
43,33623,175
43,33943,175
43,33980,175
43,33992,25
43,34023,25
43,34142,100
43,34236,200
43,34250,225
43,34334,150
43,34410,50
43,34513,25
43,34554,100
43,34555,200
43,34583,150
43,34601,150
43,34678,100
43,34686,100
43,34761,200
43,34767,100
43,34776,200
43,34819,175
43,35114,250
43,35412,50
43,35464,175
43,35592,225
43,35642,200
43,35643,225
43,35710,75
43,35836,100
43,35840,200
43,35910,75
43,35922,50
43,36018,50
43,36050,175
43,36214,25
43,36232,150
43,36336,200
43,36367,75
43,36391,25
43,36433,50
43,36472,100
43,36489,75
43,36650,150
43,36866,25
43,36918,150
43,36968,75
43,36994,225
43,37054,175
43,37089,150
43,37297,125
43,37378,175
43,37550,175
43,37589,150
43,37597,225
43,37647,125
43,37737,25
43,37775,225
43,37883,225
43,38024,150
43,38285,250
43,38309,250
43,38317,25
43,38350,75
43,38421,50
43,38654,100
43,38771,175
43,38967,200
43,39103,225
43,39150,200
43,39180,225
43,39358,200
43,39388,100
43,39429,200
43,39575,225
43,39578,175
43,39741,25
43,39755,200
43,39778,25
43,39784,175
43,39801,25
43,39940,50
43,40012,75
43,40032,75
43,40038,75
43,40051,200
43,40346,250
43,40365,75
43,40511,75
43,40607,250
43,40647,125
43,40779,125
43,40787,150
43,40798,25
43,40876,150
43,41111,200
43,41159,100
43,41298,50
43,41346,75
43,41380,250
43,41384,100
43,41396,150
43,41447,250
43,41476,25
43,41501,50
43,41549,225
43,41637,250
43,41772,25
43,41823,25
43,41985,250
43,42216,25
43,42302,150
43,42488,175
43,42534,50
43,42605,125
43,42626,250
43,42630,50
43,42694,175
43,42882,225
43,42920,175
43,43052,125
43,43065,100
43,43109,75
43,43150,25
43,43288,150
43,43371,125
43,43518,250
43,43549,150
43,43563,150
43,43740,100
43,43779,75
43,43843,175
43,43883,200
43,44175,75
43,44178,250
43,44231,250
43,44359,200
43,44360,225
43,44393,100
43,44701,150
43,44705,200
43,44764,175
43,44815,50
43,44851,75
43,44870,25
43,44875,25
43,44948,100
43,44959,125
43,44980,225
43,44987,50
43,45002,75
43,45022,100
43,45049,150
43,45223,50
43,45267,250
43,45310,100
43,45401,25
43,45404,175
43,45419,175
43,45460,250
43,45466,50
43,45634,200
43,45668,175
43,45829,100
43,45835,25
43,45848,125
43,45863,200
43,45928,50
43,45967,25
43,45986,100
43,46023,250
43,46096,225
43,46171,225
43,46238,25
43,46273,250
43,46491,75
43,46527,100
43,46567,250
43,46574,250
43,46603,200
43,46669,250
43,46678,25
43,46715,225
43,46736,175
43,47049,75
43,47070,175
43,47129,25
43,47240,100
43,47246,150
43,47328,25
43,47554,100
43,47573,225
43,47577,200
43,47630,150
43,47698,25
43,47785,250
43,47943,125
43,47953,150
43,48217,175
43,48309,175
43,48334,200
43,48351,75
43,48555,150
43,48664,225
43,48682,150
43,48852,175
43,48873,200
43,48972,175
43,49032,125
43,49074,75
43,49205,150
43,49274,150
43,49286,125
43,49386,25
43,49447,100
43,49611,125
43,49656,125
43,49664,100
43,49748,150
43,49791,250
43,49853,175
43,49896,50
43,49924,150
43,49977,150
43,50144,250
43,50173,150
43,50241,200
43,50399,125
43,50523,175
43,50562,50
43,50681,50
43,50707,100
43,50750,250
43,50815,250
43,50836,125
43,50849,200
43,50918,200
43,50919,25
43,51133,25
43,51301,150
43,51306,150
43,51334,175
43,51505,100
43,51508,75
43,51686,175
43,51704,75
43,51712,225
43,51734,250
43,51746,225
43,51759,225
43,51921,175
43,52000,25
43,52011,250
43,52068,175
43,52241,100
43,52355,250
43,52378,250
43,52397,150
43,52471,250
43,52500,75
43,52551,175
43,52638,200
43,52782,200
43,52788,125
43,52806,250
43,52815,100
43,52869,125
43,52933,225
43,53034,100
43,53049,25
43,53103,125
43,53128,25
43,53169,225
43,53223,175
43,53328,150
43,53503,25
43,53622,150
43,53695,200
43,53898,250
43,53972,25
43,54058,225
43,54100,225
43,54242,175
43,54251,250
43,54395,125
43,54573,125
43,54592,100
43,54599,125
43,54635,125
43,54653,100
43,54670,50
43,54728,125
43,54826,75
43,54865,150
43,55026,125
43,55090,125
43,55211,250
43,55250,25
43,55320,125
43,55348,125
43,55493,200
43,55668,200
43,55777,175
43,55780,50
43,55852,175
43,55889,200
43,55915,125
43,55959,75
43,55995,25
43,56024,25
43,56057,50
43,56129,250
43,56196,75
43,56296,25
43,56441,100
43,56523,25
43,56628,150
43,56645,200
43,56678,250
43,56788,250
43,56913,75
43,57059,200
43,57084,75
43,57111,75
43,57133,150
43,57232,100
43,57254,50
43,57277,125
43,57365,125
43,57643,250
43,57661,175
43,57666,100
43,57729,125
43,57810,100
43,57820,100
43,57827,75
43,57891,225
43,57892,50
43,57904,125
43,57917,50
43,57918,100
43,57957,150
43,57998,175
43,58007,50
43,58087,200
43,58113,50
43,58128,200
43,58130,200
43,58135,175
43,58182,200
43,58204,250
43,58271,125
43,58293,225
43,58422,175
43,58445,25
43,58657,150
43,58697,200
43,58811,225
43,58818,200
43,58821,175
43,58831,250
43,58853,250
43,58885,175
43,58889,100
43,58993,125
43,59100,225
43,59225,50
43,59236,150
43,59289,250
43,59422,175
43,59466,250
43,59475,50
43,59490,25
43,59507,100
43,59729,150
43,59851,125
43,59857,225
43,59881,175
43,59972,100
43,59992,25
43,60120,100
43,60175,150
43,60305,150
43,60326,75
43,60344,25
43,60347,150
43,60401,100
43,60509,75
43,60557,150
43,60605,75
43,60623,200
43,60723,50
43,60752,25
43,60863,100
43,60914,100
43,60969,150
43,61050,150
43,61056,100
43,61150,175
43,61183,125
43,61241,175
43,61265,75
43,61520,50
43,61668,125
43,61700,200
43,61713,50
43,61740,200
43,61774,200
43,61963,100
43,62107,200
43,62184,75
43,62289,75
43,62397,75
43,62402,125
43,62502,100
43,62508,50
43,62646,200
43,62695,50
43,62717,100
43,62730,225
43,62923,150
43,62973,50
43,62980,25
43,63127,225
43,63221,200
43,63309,25
43,63317,125
43,63575,25
43,63580,175
43,63670,250
43,63704,100
43,63765,100
43,63787,75
43,63916,75
43,63958,125
43,63967,100
43,63968,100
43,64008,100
43,64037,100
43,64045,175
43,64148,225
43,64299,200
43,64308,250
43,64443,200
43,64455,25
43,64514,125
43,64532,200
43,64664,25
43,64674,225
43,64722,50
43,64827,150
43,65026,175
43,65035,75
43,65200,125
43,65327,200
43,65351,175
43,65485,175
43,65584,250
43,65601,75
43,65677,150
43,65745,25
43,65839,150
43,65842,75
43,65946,200
43,66218,150
43,66451,175
43,66458,50
43,66479,225
43,66605,150
43,66694,75
43,66733,100
43,66751,225
43,66758,225
43,66892,175
43,66935,50
43,66982,175
43,67021,75
43,67128,200
43,67189,250
43,67262,150
43,67269,100
43,67273,100
43,67358,175
43,67370,250
43,67407,125
43,67437,25
43,67469,200
43,67496,25
43,67518,25
43,67528,100
43,67541,25
43,67560,50
43,67620,25
43,67625,250
43,67763,75
43,67782,125
43,67785,200
43,67796,75
43,67813,75
43,67819,200
43,67830,250
43,67907,100
43,67915,250
43,68034,50
43,68045,50
43,68073,25
43,68085,250
43,68110,150
43,68176,125
43,68189,250
43,68213,100
43,68278,225
43,68310,25
43,68328,200
43,68357,200
43,68368,200
43,68438,175
43,68444,25
43,68476,200
43,68497,75
43,68521,75
43,68545,50
43,68630,175
43,68631,25
43,68652,250
43,68700,225
43,68720,75
43,68726,50
43,68790,200
43,68936,75
43,68986,100
43,69012,225
43,69062,150
43,69102,100
43,69175,75
43,69311,75
43,69352,175
43,69463,100
43,69552,25
43,69677,175
43,69685,100
43,69722,250
43,69807,100
43,69832,250
43,69839,100
43,69871,25
43,69890,75
43,69929,50
43,70112,150
43,70166,175
43,70174,125
43,70231,200
43,70275,200
43,70309,150
43,70366,125
43,70430,50
44,170,1
44,220,10
44,229,5
44,234,6
44,246,2
44,308,6
44,405,4
44,413,2
44,414,9
44,476,3
44,641,4
44,809,3
44,838,5
44,889,2
44,929,7
44,933,9
44,959,6
44,1088,10
44,1126,8
44,1149,7
44,1175,1
44,1220,10
44,1248,7
44,1272,7
44,1305,9
44,1405,7
44,1411,7
44,1451,6
44,1521,3
44,1547,4
44,1548,10
44,1555,6
44,1599,3
44,1731,4
44,1732,3
44,1849,7
44,1935,10
44,1974,6
44,2078,4
44,2213,4
44,2277,2
44,2283,9
44,2348,10
44,2407,10
44,2453,9
44,2531,7
44,2589,3
44,2701,3
44,2753,2
44,2764,6
44,2812,2
44,2814,9
44,2837,6
44,2877,3
44,2986,2
44,3023,8
44,3046,5
44,3105,5
44,3112,1
44,3136,9
44,3201,4
44,3344,9
44,3406,4
44,3573,4
44,3644,2
44,3654,3
44,3736,3
44,3746,2
44,3800,9
44,3995,3
44,4004,7
44,4100,6
44,4372,3
44,4410,5
44,4427,10
44,4674,10
44,4737,10
44,4751,6
44,4927,8
44,5022,5
44,5088,5
44,5164,10
44,5185,9
44,5193,1
44,5208,4
44,5282,6
44,5314,2
44,5322,5
44,5393,1
44,5413,1
44,5585,3
44,5630,5
44,5692,6
44,5729,8
44,5848,10
44,5865,10
44,6101,1
44,6103,10
44,6124,7
44,6126,3
44,6281,8
44,6323,8
44,6383,5
44,6484,6
44,6508,2
44,6606,10
44,6682,7
44,6705,6
44,6878,8
44,6991,10
44,7456,2
44,7557,6
44,7655,9
44,7682,10
44,7717,2
44,7718,4
44,7822,10
44,7823,5
44,7917,2
44,7977,7
44,8034,10
44,8048,6
44,8084,1
44,8132,9
44,8152,3
44,8188,10
44,8248,9
44,8386,4
44,8412,4
44,8432,3
44,8466,10
44,8515,6
44,8597,10
44,8612,1
44,8693,10
44,8698,7
44,8859,7
44,8887,10
44,8991,10
44,9067,8
44,9092,10
44,9244,8
44,9470,5
44,9486,6
44,9503,3
44,9554,1
44,9603,8
44,9646,4
44,9678,4
44,9725,4
44,9889,2
44,9900,3
44,10135,4
44,10138,5
44,10159,6
44,10245,9
44,10356,9
44,10367,4
44,10442,1
44,10534,4
44,10547,8
44,10570,6
44,10602,6
44,10668,7
44,10684,4
44,10696,9
44,10737,4
44,10810,10
44,10819,3
44,10824,1
44,10879,7
44,10897,3
44,11090,8
44,11107,8
44,11115,9
44,11124,5
44,11205,6
44,11207,1
44,11351,6
44,11364,9
44,11386,1
44,11571,4
44,11581,4
44,11768,4
44,11845,2
44,11882,9
44,11901,8
44,11972,8
44,11997,8
44,12077,1
44,12082,9
44,12138,9
44,12141,6
44,12150,6
44,12219,4
44,12291,5
44,12348,7
44,12385,1
44,12519,1
44,12528,6
44,12607,10
44,12668,9
44,12690,8
44,12758,9
44,12771,7
44,12805,4
44,12823,2
44,12888,5
44,12898,10
44,12966,3
44,12988,4
44,13059,3
44,13110,5
44,13116,10
44,13403,7
44,13416,5
44,13499,10
44,13555,1
44,13614,1
44,13641,4
44,13651,2
44,13712,8
44,13792,9
44,13814,4
44,13825,9
44,13882,2
44,13888,1
44,13998,2
44,14049,9
44,14124,2
44,14217,2
44,14369,2
44,14532,9
44,14597,1
44,14620,6
44,14856,1
44,14871,9
44,15027,10
44,15036,3
44,15044,6
44,15048,1
44,15196,5
44,15277,1
44,15282,1
44,15316,5
44,15369,6
44,15370,6
44,15372,7
44,15573,4
44,15624,10
44,15631,5
44,15676,6
44,15693,3
44,15728,4
44,15795,9
44,15803,10
44,15808,1
44,15835,9
44,15913,1
44,15948,8
44,15997,2
44,16167,6
44,16236,10
44,16306,3
44,16362,2
44,16479,6
44,16538,5
44,16541,6
44,16560,5
44,16664,1
44,16714,5
44,16809,6
44,16814,7
44,16817,9
44,16830,10
44,16834,1
44,16886,6
44,16941,10
44,17016,6
44,17088,2
44,17106,1
44,17130,5
44,17177,5
44,17266,4
44,17335,8
44,17509,6
44,17759,4
44,17812,1
44,17869,1
44,17891,6
44,17936,3
44,18000,1
44,18014,3
44,18102,9
44,18135,8
44,18153,5
44,18228,4
44,18313,2
44,18598,2
44,18599,7
44,18623,7
44,18816,4
44,18902,2
44,18918,3
44,18940,1
44,18942,8
44,18959,10
44,18985,2
44,18987,1
44,19059,9
44,19176,8
44,19225,7
44,19396,3
44,19487,9
44,19526,6
44,19554,3
44,19610,2
44,19650,6
44,19771,6
44,19851,10
44,19962,1
44,20077,6
44,20197,6
44,20304,5
44,20309,4
44,20498,3
44,20632,6
44,20652,4
44,20706,10
44,20734,8
44,20764,9
44,20976,1
44,21070,7
44,21082,4
44,21135,4
44,21232,3
44,21703,4
44,21863,8
44,21896,7
44,21898,7
44,21913,2
44,21944,3
44,21952,2
44,21982,7
44,22025,1
44,22101,6
44,22136,1
44,22148,10
44,22172,6
44,22221,9
44,22226,1
44,22318,8
44,22329,10
44,22362,6
44,22394,2
44,22470,1
44,22487,5
44,22500,10
44,22614,2
44,22677,5
44,22699,7
44,22710,10
44,23062,10
44,23095,9
44,23152,1
44,23363,2
44,23400,9
44,23590,9
44,23849,3
44,23881,8
44,23993,2
44,24025,10
44,24031,5
44,24079,7
44,24143,7
44,24172,8
44,24182,1
44,24331,10
44,24437,6
44,24515,2
44,24619,4
44,24656,2
44,24686,3
44,24734,8
44,24775,4
44,24816,2
44,24841,9
44,24946,5
44,24947,2
44,25022,9
44,25085,8
44,25209,3
44,25221,10
44,25386,4
44,25459,1
44,25510,7
44,25548,6
44,25597,5
44,25608,10
44,25618,6
44,25653,8
44,25789,3
44,25865,8
44,25891,4
44,26024,8
44,26083,2
44,26101,6
44,26112,3
44,26237,8
44,26513,7
44,26532,9
44,26651,1
44,26791,3
44,26836,7
44,26859,10
44,26865,5
44,26925,8
44,27079,2
44,27185,9
44,27204,8
44,27277,3
44,27402,4
44,27417,2
44,27652,2
44,27655,8
44,27768,3
44,27770,7
44,27785,9
44,27843,3
44,27879,1
44,28001,1
44,28241,6
44,28249,2
44,28272,4
44,28287,10
44,28364,8
44,28411,4
44,28432,3
44,28434,1
44,28438,5
44,28454,4
44,28491,6
44,28527,3
44,28750,4
44,28794,7
44,28820,5
44,28821,7
44,28837,6
44,28867,1
44,29002,5
44,29087,1
44,29111,8
44,29173,7
44,29318,4
44,29348,10
44,29351,2
44,29525,2
44,29562,6
44,29566,8
44,29665,7
44,29735,8
44,29859,1
44,30114,1
44,30155,8
44,30161,10
44,30221,1
44,30266,7
44,30354,5
44,30386,10
44,30546,4
44,30579,10
44,30625,10
44,30627,8
44,30765,1
44,30840,5
44,30863,5
44,30903,7
44,30927,2
44,30943,1
44,31210,4
44,31216,8
44,31366,6
44,31481,8
44,31738,4
44,31751,3
44,31789,7
44,31842,9
44,31866,10
44,31869,7
44,32229,5
44,32294,9
44,32320,9
44,32427,1
44,32575,2
44,32578,3
44,32586,7
44,32594,4
44,32606,3
44,32675,6
44,32707,9
44,32971,9
44,32973,6
44,33022,10
44,33064,9
44,33149,8
44,33199,7
44,33248,4
44,33333,10
44,33336,7
44,33618,6
44,33730,4
44,33762,5
44,34045,10
44,34080,4
44,34261,8
44,34279,2
44,34292,1
44,34304,6
44,34361,1
44,34379,1
44,34420,8
44,34514,3
44,34518,8
44,34538,4
44,34721,3
44,34734,5
44,34747,3
44,34755,3
44,34756,9
44,34792,6
44,34832,3
44,34836,10
44,34942,4
44,35012,9
44,35239,1
44,35319,7
44,35368,3
44,35395,3
44,35433,8
44,35522,1
44,35648,5
44,35684,2
44,35798,4
44,35810,1
44,36073,9
44,36119,5
44,36126,8
44,36133,3
44,36687,6
44,36709,8
44,36839,5
44,36844,5
44,36878,3
44,36916,4
44,36967,3
44,36990,9
44,36996,2
44,37024,9
44,37136,3
44,37137,9
44,37141,5
44,37231,3
44,37459,2
44,37469,10
44,37623,7
44,37686,9
44,38083,7
44,38102,9
44,38107,4
44,38134,9
44,38233,10
44,38378,10
44,38467,1
44,38567,5
44,38603,3
44,38607,8
44,38651,2
44,38868,2
44,38949,7
44,39024,2
44,39043,8
44,39094,10
44,39126,4
44,39160,1
44,39207,10
44,39231,9
44,39281,6
44,39377,5
44,39475,3
44,39511,3
44,39516,6
44,39677,1
44,39735,2
44,39772,7
44,39780,5
44,39806,7
44,39814,5
44,39910,2
44,39934,4
44,39935,2
44,40043,1
44,40236,10
44,40245,10
44,40330,1
44,40345,10
44,40366,4
44,40382,4
44,40431,5
44,40594,1
44,40692,5
44,40870,1
44,40905,1
44,40915,3
44,41032,3
44,41036,8
44,41093,8
44,41125,5
44,41201,7
44,41214,6
44,41316,6
44,41321,1
44,41332,6
44,41424,10
44,41455,7
44,41487,7
44,41544,3
44,41556,1
44,41584,10
44,41652,3
44,41698,5
44,41727,6
44,41760,4
44,41772,7
44,41821,7
44,41926,10
44,41934,4
44,41935,6
44,41944,2
44,41946,10
44,41992,5
44,42002,1
44,42012,10
44,42109,4
44,42112,2
44,42176,4
44,42372,1
44,42377,9
44,42395,2
44,42446,2
44,42463,9
44,42511,2
44,42586,8
44,42628,4
44,42787,10
44,42816,4
44,43186,9
44,43189,1
44,43200,10
44,43282,9
44,43289,6
44,43305,7
44,43355,6
44,43365,1
44,43392,6
44,43447,5
44,43461,3
44,43564,3
44,43601,8
44,43810,10
44,43840,6
44,43971,5
44,43974,10
44,43975,9
44,44084,9
44,44141,9
44,44174,9
44,44176,5
44,44178,10
44,44189,5
44,44254,2
44,44265,6
44,44419,6
44,44445,5
44,44562,9
44,44570,4
44,44639,4
44,44740,7
44,44971,4
44,45001,2
44,45021,4
44,45026,4
44,45078,7
44,45095,5
44,45108,9
44,45258,4
44,45263,4
44,45405,1
44,45426,10
44,45455,7
44,45504,8
44,45579,8
44,45661,1
44,45938,10
44,46171,9
44,46174,10
44,46229,9
44,46245,7
44,46279,1
44,46280,3
44,46352,2
44,46515,9
44,46530,2
44,46576,8
44,46588,7
44,46602,3
44,46625,5
44,46698,9
44,46782,6
44,46846,10
44,46875,3
44,46952,3
44,47074,6
44,47163,2
44,47209,3
44,47251,6
44,47264,8
44,47294,8
44,47322,7
44,47328,8
44,47393,7
44,47394,1
44,47442,3
44,47450,3
44,47561,9
44,47805,9
44,47841,6
44,47882,2
44,47891,9
44,47895,8
44,47968,2
44,48015,1
44,48027,9
44,48058,8
44,48097,10
44,48127,1
44,48162,4
44,48165,6
44,48185,9
44,48254,2
44,48267,4
44,48356,7
44,48405,8
44,48410,6
44,48461,7
44,48588,9
44,48618,9
44,48674,1
44,48702,5
44,48724,10
44,48725,8
44,48774,4
44,48788,3
44,48814,3
44,48860,9
44,48915,4
44,48973,5
44,48996,10
44,49093,4
44,49180,2
44,49209,3
44,49215,2
44,49242,1
44,49289,10
44,49418,4
44,49625,2
44,49637,10
44,49708,9
44,49733,7
44,49734,9
44,49885,5
44,49966,6
44,50156,5
44,50240,6
44,50330,1
44,50334,5
44,50400,3
44,50507,9
44,50532,1
44,50584,8
44,50617,4
44,50640,2
44,50683,6
44,50705,1
44,50764,3
44,51049,4
44,51109,6
44,51198,1
44,51230,9
44,51256,5
44,51317,3
44,51486,8
44,51491,5
44,51709,6
44,51784,7
44,51877,6
44,51905,9
44,52093,3
44,52094,1
44,52173,10
44,52320,2
44,52377,1
44,52463,1
44,52475,9
44,52498,9
44,52510,1
44,52565,9
44,52581,2
44,52590,10
44,52639,8
44,52652,1
44,52844,6
44,52860,5
44,52901,7
44,53059,3
44,53097,3
44,53160,7
44,53310,6
44,53389,2
44,53413,2
44,53432,2
44,53480,5
44,53514,7
44,53618,5
44,53766,7
44,53798,10
44,53805,4
44,53963,7
44,54006,10
44,54116,7
44,54141,9
44,54281,2
44,54285,4
44,54306,7
44,54315,10
44,54337,7
44,54399,9
44,54431,7
44,54586,8
44,54962,7
44,54994,6
44,55091,2
44,55121,3
44,55146,3
44,55154,3
44,55181,2
44,55299,3
44,55355,9
44,55378,3
44,55458,7
44,55519,9
44,55548,8
44,55711,2
44,55735,7
44,55774,2
44,55826,9
44,55851,2
44,55904,1
44,56020,3
44,56053,2
44,56187,9
44,56246,2
44,56380,1
44,56401,5
44,56444,7
44,56483,8
44,56535,4
44,56715,9
44,56747,2
44,56757,5
44,56856,3
44,56915,9
44,57033,6
44,57074,6
44,57112,6
44,57120,8
44,57137,1
44,57150,5
44,57207,7
44,57208,10
44,57253,10
44,57281,2
44,57320,6
44,57380,2
44,57396,9
44,57437,6
44,57561,10
44,57619,5
44,57704,3
44,57827,3
44,57885,2
44,58016,8
44,58022,6
44,58043,6
44,58142,7
44,58175,7
44,58221,1
44,58232,2
44,58279,2
44,58325,6
44,58483,9
44,58535,4
44,58564,8
44,58617,9
44,58644,7
44,58662,6
44,58745,10
44,58829,7
44,58892,7
44,58933,1
44,58989,2
44,59038,4
44,59061,6
44,59081,9
44,59169,7
44,59200,1
44,59284,8
44,59294,8
44,59361,10
44,59410,5
44,59438,8
44,59446,6
44,59735,7
44,59741,1
44,59862,2
44,59971,9
44,59990,2
44,60118,7
44,60145,6
44,60146,5
44,60160,2
44,60192,9
44,60222,8
44,60260,3
44,60273,6
44,60326,8
44,60367,6
44,60371,4
44,60462,5
44,60588,4
44,60686,4
44,60727,9
44,60735,2
44,60841,3
44,60879,7
44,60892,1
44,61038,10
44,61040,6
44,61136,3
44,61180,4
44,61190,9
44,61237,3
44,61301,7
44,61331,4
44,61332,5
44,61371,6
44,61401,1
44,61501,5
44,61578,3
44,61598,4
44,61674,2
44,61733,5
44,61760,8
44,61767,3
44,61771,6
44,61863,8
44,62077,9
44,62117,8
44,62120,2
